Signal,Date,Close Price,Shares Bought,Profit/Loss,Investment,Remaining Cash,Hold,Total Cash,SMA1,SMA2,Percentage Difference,Highest Avg %,Lowest Avg %
Buy,2023-01-04 12:15:00+05:30,1497.6500244140625,66,0.0,98844.90161132812,1155.098388671875,Buy,100000.0,12,17,,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-04 12:15:00+05:30,1497.6500244140625,66,0.0,98844.90161132812,1155.098388671875,Buy Hold,100000.0,12,17,0.0,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-04 13:15:00+05:30,1506.949951171875,33,49115.55322265625,49729.348388671875,50884.44677734375,Buy Hold,100613.79516601562,12,17,0.620967956879726,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-04 14:15:00+05:30,1496.0,33,-361.348388671875,49368.0,1155.098388671875,Buy Hold,100252.44677734375,12,17,98.5467399015661,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-04 15:15:00+05:30,1495.0,33,-33.0,49335.0,1155.098388671875,Buy Hold,100219.44677734375,12,17,99.8663101604278,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-05 09:15:00+05:30,1492.300048828125,33,-89.098388671875,49245.901611328125,1155.098388671875,Buy Hold,100130.34838867188,12,17,99.63880251881267,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-05 10:15:00+05:30,1493.8499755859375,33,51.1475830078125,49297.04919433594,1155.098388671875,Buy Hold,100181.49597167969,12,17,100.20772320674112,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-05 11:15:00+05:30,1485.199951171875,33,-285.4508056640625,49011.598388671875,1155.098388671875,Buy Hold,99896.04516601562,12,17,98.8419152451143,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-05 12:15:00+05:30,1478.5999755859375,33,-217.7991943359375,48793.79919433594,1155.098388671875,Buy Hold,99678.24597167969,12,17,99.11123406909219,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-05 13:15:00+05:30,1470.949951171875,33,-252.4508056640625,48541.348388671875,1155.098388671875,Buy Hold,99425.79516601562,12,17,98.96523406731009,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-05 14:15:00+05:30,1475.0,33,133.651611328125,48675.0,1155.098388671875,Buy Hold,99559.44677734375,12,17,100.55067119379532,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-05 15:15:00+05:30,1475.5999755859375,33,19.7991943359375,48694.79919433594,1155.098388671875,Buy Hold,99579.24597167969,12,17,100.08135262182203,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-06 09:15:00+05:30,1463.449951171875,33,-400.9508056640625,48293.848388671875,1155.098388671875,Buy Hold,99178.29516601562,12,17,98.35320891636127,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-06 10:15:00+05:30,1456.699951171875,33,-222.75,48071.098388671875,1155.098388671875,Buy Hold,98955.54516601562,12,17,99.07752226243274,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-06 11:15:00+05:30,1456.800048828125,33,3.30322265625,48074.401611328125,1155.098388671875,Buy Hold,98958.84838867188,12,17,100.01374307127138,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-06 12:15:00+05:30,1452.0,33,-158.401611328125,47916.0,1155.098388671875,Buy Hold,98800.44677734375,12,17,99.34101473541462,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-06 13:15:00+05:30,1451.449951171875,33,-18.151611328125,47897.848388671875,1155.098388671875,Buy Hold,98782.29516601562,12,17,99.9242356986054,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-06 14:15:00+05:30,1448.5,33,-97.348388671875,47800.5,1155.098388671875,Buy Hold,98684.94677734375,12,17,99.59351665284866,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-06 15:15:00+05:30,1449.800048828125,33,42.901611328125,47843.401611328125,1155.098388671875,Buy Hold,98727.84838867188,12,17,100.17950277226437,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-09 09:15:00+05:30,1472.25,33,740.848388671875,48584.25,1155.098388671875,Buy Hold,99468.69677734375,12,17,103.09697205349404,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-09 10:15:00+05:30,1483.5999755859375,33,374.5491943359375,48958.79919433594,1155.098388671875,Buy Hold,99843.24597167969,12,17,101.5418543842333,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-09 11:15:00+05:30,1488.300048828125,33,155.1024169921875,49113.901611328125,1155.098388671875,Buy Hold,99998.34838867188,12,17,100.63360384463891,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-09 12:15:00+05:30,1483.75,33,-150.151611328125,48963.75,1155.098388671875,Buy Hold,99848.19677734375,12,17,99.38855759203828,0.3662119970643814,23.23599604757969
Buy Hold,2023-01-09 13:15:00+05:30,1485.300048828125,33,51.151611328125,49014.901611328125,1155.098388671875,Buy Hold,99899.34838867188,12,17,100.20893665753998,0.3662119970643814,23.23599604757969
